timestamp,epoch,sensor_id,sensor_type,value,ids_status,attack_type,ids_error
01:10:22,1771184422.107295,S1,FHR,139.82,CALIBRATING,-,-
01:10:22,1771184422.107295,S2,TOCO,51.4,CALIBRATING,-,-
01:10:22,1771184422.107295,S4,RespRate,15.2,CALIBRATING,-,-
01:10:22,1771184422.107295,S5,Temp,37.12,CALIBRATING,-,-
01:10:22,1771184422.107295,S3,SpO2,98.05,CALIBRATING,-,-
01:10:23,1771184423.1244378,S1,FHR,130.07,CALIBRATING,-,-
01:10:23,1771184423.1244378,S2,TOCO,60.21,CALIBRATING,-,-
01:10:23,1771184423.1244378,S3,SpO2,97.96,CALIBRATING,-,-
01:10:23,1771184423.1244378,S4,RespRate,16.39,CALIBRATING,-,-
01:10:23,1771184423.1244378,S5,Temp,36.91,CALIBRATING,-,-
01:10:24,1771184424.127865,S3,SpO2,97.15,CALIBRATING,-,-
01:10:24,1771184424.127865,S2,TOCO,47.65,CALIBRATING,-,-
01:10:24,1771184424.127865,S4,RespRate,15.88,CALIBRATING,-,-
01:10:24,1771184424.127865,S5,Temp,37.04,CALIBRATING,-,-
01:10:24,1771184424.127865,S1,FHR,140.44,CALIBRATING,-,-
01:10:25,1771184425.137353,S1,FHR,132.2,CALIBRATING,-,-
01:10:25,1771184425.1380718,S4,RespRate,16.88,CALIBRATING,-,-
01:10:25,1771184425.1380718,S3,SpO2,96.77,CALIBRATING,-,-
01:10:25,1771184425.1391704,S2,TOCO,36.5,CALIBRATING,-,-
01:10:25,1771184425.1391704,S5,Temp,37.0,CALIBRATING,-,-
01:10:26,1771184426.1468186,S5,Temp,37.14,CALIBRATING,-,-
01:10:26,1771184426.1468186,S3,SpO2,97.39,CALIBRATING,-,-
01:10:26,1771184426.1468186,S2,TOCO,37.59,CALIBRATING,-,-
01:10:26,1771184426.1468186,S4,RespRate,17.06,CALIBRATING,-,-
01:10:26,1771184426.1468186,S1,FHR,140.59,CALIBRATING,-,-
01:10:27,1771184427.1484275,S3,SpO2,96.94,CALIBRATING,-,-
01:10:27,1771184427.1484275,S4,RespRate,16.58,CALIBRATING,-,-
01:10:27,1771184427.1484275,S5,Temp,37.1,CALIBRATING,-,-
01:10:27,1771184427.1484275,S2,TOCO,62.39,CALIBRATING,-,-
01:10:27,1771184427.1484275,S1,FHR,130.88,CALIBRATING,-,-
01:10:28,1771184428.1543639,S5,Temp,37.05,CALIBRATING,-,-
01:10:28,1771184428.1543639,S4,RespRate,15.44,CALIBRATING,-,-
01:10:28,1771184428.1543639,S2,TOCO,51.41,CALIBRATING,-,-
01:10:28,1771184428.1543639,S3,SpO2,97.53,CALIBRATING,-,-
01:10:28,1771184428.1543639,S1,FHR,132.6,CALIBRATING,-,-
01:10:29,1771184429.1590254,S4,RespRate,16.62,CALIBRATING,-,-
01:10:29,1771184429.1590254,S5,Temp,36.96,CALIBRATING,-,-
01:10:29,1771184429.1590254,S1,FHR,134.28,CALIBRATING,-,-
01:10:29,1771184429.1590254,S2,TOCO,61.82,CALIBRATING,-,-
01:10:29,1771184429.1610532,S3,SpO2,98.09,CALIBRATING,-,-
01:10:30,1771184430.1639423,S4,RespRate,16.43,CALIBRATING,-,-
01:10:30,1771184430.1639423,S2,TOCO,58.13,CALIBRATING,-,-
01:10:30,1771184430.1639423,S5,Temp,37.07,CALIBRATING,-,-
01:10:30,1771184430.1639423,S1,FHR,138.57,CALIBRATING,-,-
01:10:30,1771184430.1639423,S3,SpO2,97.52,CALIBRATING,-,-
01:10:31,1771184431.1704571,S5,Temp,36.99,CALIBRATING,-,-
01:10:31,1771184431.1704571,S2,TOCO,64.42,CALIBRATING,-,-
01:10:31,1771184431.1704571,S1,FHR,130.05,CALIBRATING,-,-
01:10:31,1771184431.1704571,S3,SpO2,97.78,CALIBRATING,-,-
01:10:31,1771184431.1704571,S4,RespRate,16.01,CALIBRATING,-,-
01:10:32,1771184432.1770575,S5,Temp,37.04,CALIBRATING,-,-
01:10:32,1771184432.1786814,S1,FHR,129.52,CALIBRATING,-,-
01:10:32,1771184432.1786814,S3,SpO2,97.06,CALIBRATING,-,-
01:10:32,1771184432.1786814,S2,TOCO,36.93,CALIBRATING,-,-
01:10:32,1771184432.1786814,S4,RespRate,16.13,CALIBRATING,-,-
01:10:33,1771184433.1914928,S1,FHR,128.62,CALIBRATING,-,-
01:10:33,1771184433.1914928,S3,SpO2,97.11,CALIBRATING,-,-
01:10:33,1771184433.1934993,S4,RespRate,16.91,CALIBRATING,-,-
01:10:33,1771184433.1934993,S5,Temp,36.92,CALIBRATING,-,-
01:10:33,1771184433.1934993,S2,TOCO,52.5,CALIBRATING,-,-
01:10:34,1771184434.2016976,S5,Temp,37.04,CALIBRATING,-,-
01:10:34,1771184434.2016976,S4,RespRate,16.23,CALIBRATING,-,-
01:10:34,1771184434.2016976,S1,FHR,141.47,CALIBRATING,-,-
01:10:34,1771184434.2016976,S2,TOCO,49.58,CALIBRATING,-,-
01:10:34,1771184434.2037103,S3,SpO2,97.23,CALIBRATING,-,-
01:10:35,1771184435.2055726,S1,FHR,135.58,CALIBRATING,-,-
01:10:35,1771184435.2075932,S4,RespRate,15.35,CALIBRATING,-,-
01:10:35,1771184435.2075932,S3,SpO2,97.37,CALIBRATING,-,-
01:10:35,1771184435.2075932,S2,TOCO,59.27,CALIBRATING,-,-
01:10:35,1771184435.2075932,S5,Temp,36.98,CALIBRATING,-,-
01:10:36,1771184436.2084758,S5,Temp,36.95,CALIBRATING,-,-
01:10:36,1771184436.2084758,S4,RespRate,15.23,CALIBRATING,-,-
01:10:36,1771184436.2084758,S3,SpO2,97.96,CALIBRATING,-,-
01:10:36,1771184436.2084758,S2,TOCO,45.52,CALIBRATING,-,-
01:10:36,1771184436.2084758,S1,FHR,132.43,CALIBRATING,-,-
01:10:37,1771184437.211909,S1,FHR,134.41,CALIBRATING,-,-
01:10:37,1771184437.211909,S5,Temp,36.87,CALIBRATING,-,-
01:10:37,1771184437.211909,S3,SpO2,98.21,CALIBRATING,-,-
01:10:37,1771184437.211909,S4,RespRate,15.96,CALIBRATING,-,-
01:10:37,1771184437.211909,S2,TOCO,46.8,CALIBRATING,-,-
01:10:38,1771184438.214354,S2,TOCO,61.76,CALIBRATING,-,-
01:10:38,1771184438.214354,S3,SpO2,97.47,CALIBRATING,-,-
01:10:38,1771184438.214354,S1,FHR,133.83,CALIBRATING,-,-
01:10:38,1771184438.214354,S5,Temp,37.03,CALIBRATING,-,-
01:10:38,1771184438.214354,S4,RespRate,16.17,CALIBRATING,-,-
01:10:39,1771184439.2158005,S3,SpO2,97.94,CALIBRATING,-,-
01:10:39,1771184439.2158005,S2,TOCO,36.51,CALIBRATING,-,-
01:10:39,1771184439.2158005,S1,FHR,136.37,CALIBRATING,-,-
01:10:39,1771184439.2315264,S4,RespRate,14.98,CALIBRATING,-,-
01:10:39,1771184439.2328148,S5,Temp,36.98,CALIBRATING,-,-
01:10:40,1771184440.2218716,S3,SpO2,97.11,CALIBRATING,-,-
01:10:40,1771184440.2218716,S2,TOCO,47.53,CALIBRATING,-,-
01:10:40,1771184440.2218716,S1,FHR,136.51,CALIBRATING,-,-
01:10:40,1771184440.2375436,S4,RespRate,15.41,CALIBRATING,-,-
01:10:40,1771184440.2389238,S5,Temp,37.08,CALIBRATING,-,-
01:10:41,1771184441.225908,S3,SpO2,96.99,CALIBRATING,-,-
01:10:41,1771184441.2262483,S2,TOCO,46.55,CALIBRATING,-,-
01:10:41,1771184441.2262483,S1,FHR,141.46,CALIBRATING,-,-
01:10:41,1771184441.2394862,S5,Temp,36.89,CALIBRATING,-,-
01:10:41,1771184441.2394862,S4,RespRate,15.47,CALIBRATING,-,-
01:10:42,1771184442.2407174,S2,TOCO,40.96,CALIBRATING,-,-
01:10:42,1771184442.2407174,S3,SpO2,98.12,CALIBRATING,-,-
01:10:42,1771184442.2407174,S1,FHR,134.13,CALIBRATING,-,-
01:10:42,1771184442.2407174,S5,Temp,36.87,CALIBRATING,-,-
01:10:42,1771184442.2407174,S4,RespRate,16.48,CALIBRATING,-,-
01:10:43,1771184443.2518144,S4,RespRate,16.69,CALIBRATING,-,-
01:10:43,1771184443.2530644,S2,TOCO,35.92,CALIBRATING,-,-
01:10:43,1771184443.2530644,S1,FHR,130.62,CALIBRATING,-,-
01:10:43,1771184443.2530644,S3,SpO2,97.92,CALIBRATING,-,-
01:10:43,1771184443.2530644,S5,Temp,36.93,CALIBRATING,-,-
01:10:44,1771184444.2601113,S3,SpO2,97.9,CALIBRATING,-,-
01:10:44,1771184444.2601113,S5,Temp,36.89,CALIBRATING,-,-
01:10:44,1771184444.2601113,S4,RespRate,16.52,CALIBRATING,-,-
01:10:44,1771184444.2601113,S1,FHR,131.32,CALIBRATING,-,-
01:10:44,1771184444.2601113,S2,TOCO,49.37,CALIBRATING,-,-
01:10:45,1771184445.2756338,S4,RespRate,16.47,CALIBRATING,-,-
01:10:45,1771184445.2756338,S3,SpO2,97.45,CALIBRATING,-,-
01:10:45,1771184445.2756338,S2,TOCO,56.19,CALIBRATING,-,-
01:10:45,1771184445.2756338,S5,Temp,37.08,CALIBRATING,-,-
01:10:45,1771184445.2756338,S1,FHR,133.09,CALIBRATING,-,-
01:10:46,1771184446.2841153,S5,Temp,36.92,CALIBRATING,-,-
01:10:46,1771184446.2841153,S3,SpO2,97.27,CALIBRATING,-,-
01:10:46,1771184446.285158,S1,FHR,128.58,CALIBRATING,-,-
01:10:46,1771184446.285158,S2,TOCO,52.53,CALIBRATING,-,-
01:10:46,1771184446.285158,S4,RespRate,15.13,CALIBRATING,-,-
01:10:47,1771184447.2909794,S3,SpO2,97.64,CALIBRATING,-,-
01:10:47,1771184447.2909794,S1,FHR,136.29,CALIBRATING,-,-
01:10:47,1771184447.2909794,S5,Temp,37.15,CALIBRATING,-,-
01:10:47,1771184447.2909794,S4,RespRate,16.8,CALIBRATING,-,-
01:10:47,1771184447.2909794,S2,TOCO,55.83,CALIBRATING,-,-
01:10:48,1771184448.2937865,S5,Temp,37.06,CALIBRATING,-,-
01:10:48,1771184448.2937865,S2,TOCO,55.38,CALIBRATING,-,-
01:10:48,1771184448.2960877,S3,SpO2,97.6,CALIBRATING,-,-
01:10:48,1771184448.2960877,S1,FHR,141.57,CALIBRATING,-,-
01:10:48,1771184448.2972608,S4,RespRate,16.5,CALIBRATING,-,-
01:10:49,1771184449.3023484,S1,FHR,140.58,CALIBRATING,-,-
01:10:49,1771184449.3043573,S2,TOCO,61.35,CALIBRATING,-,-
01:10:49,1771184449.3043573,S3,SpO2,98.0,CALIBRATING,-,-
01:10:49,1771184449.3043573,S4,RespRate,16.04,CALIBRATING,-,-
01:10:49,1771184449.3043573,S5,Temp,37.09,CALIBRATING,-,-
01:10:50,1771184450.3111122,S5,Temp,37.02,CALIBRATING,-,-
01:10:50,1771184450.3111122,S4,RespRate,15.59,CALIBRATING,-,-
01:10:50,1771184450.3111122,S2,TOCO,56.05,CALIBRATING,-,-
01:10:50,1771184450.3136454,S1,FHR,141.1,CALIBRATING,-,-
01:10:50,1771184450.3136454,S3,SpO2,96.96,CALIBRATING,-,-
01:10:51,1771184451.3220685,S5,Temp,36.92,CALIBRATING,-,-
01:10:51,1771184451.3220685,S2,TOCO,59.9,CALIBRATING,-,-
01:10:51,1771184451.3220685,S3,SpO2,96.81,CALIBRATING,-,-
01:10:51,1771184451.3220685,S1,FHR,139.11,CALIBRATING,-,-
01:10:51,1771184451.3220685,S4,RespRate,16.14,CALIBRATING,-,-
01:10:52,1771184452.3350666,S5,Temp,37.11,CALIBRATING,-,-
01:10:52,1771184452.3350666,S3,SpO2,96.94,CALIBRATING,-,-
01:10:52,1771184452.3350666,S4,RespRate,16.42,CALIBRATING,-,-
01:10:52,1771184452.3376222,S2,TOCO,44.69,CALIBRATING,-,-
01:10:52,1771184452.3376222,S1,FHR,136.29,CALIBRATING,-,-
01:10:53,1771184453.3434312,S3,SpO2,98.04,CALIBRATING,-,-
01:10:53,1771184453.3434312,S2,TOCO,38.84,CALIBRATING,-,-
01:10:53,1771184453.3434312,S4,RespRate,16.44,CALIBRATING,-,-
01:10:53,1771184453.3434312,S1,FHR,133.02,CALIBRATING,-,-
01:10:53,1771184453.3434312,S5,Temp,37.01,CALIBRATING,-,-
01:10:54,1771184454.3551767,S1,FHR,136.11,CALIBRATING,-,-
01:10:54,1771184454.3551767,S2,TOCO,64.26,CALIBRATING,-,-
01:10:54,1771184454.3551767,S5,Temp,37.14,CALIBRATING,-,-
01:10:54,1771184454.3551767,S4,RespRate,14.96,CALIBRATING,-,-
01:10:54,1771184454.3551767,S3,SpO2,97.64,CALIBRATING,-,-
01:10:55,1771184455.3710248,S2,TOCO,59.44,CALIBRATING,-,-
01:10:55,1771184455.3710248,S3,SpO2,97.36,CALIBRATING,-,-
01:10:55,1771184455.3710248,S4,RespRate,15.35,CALIBRATING,-,-
01:10:55,1771184455.3710248,S5,Temp,36.98,CALIBRATING,-,-
01:10:55,1771184455.3710248,S1,FHR,139.65,CALIBRATING,-,-
01:10:56,1771184456.6728938,S5,Temp,37.14,CALIBRATING,-,-
01:10:56,1771184456.748117,S4,RespRate,15.23,CALIBRATING,-,-
01:10:56,1771184456.8268003,S3,SpO2,98.16,CALIBRATING,-,-
01:10:56,1771184456.8912857,S2,TOCO,57.58,CALIBRATING,-,-
01:10:56,1771184456.953858,S1,FHR,136.13,CALIBRATING,-,-
01:10:57,1771184457.3885214,S3,SpO2,96.76,CALIBRATING,-,-
01:10:57,1771184457.4513726,S2,TOCO,61.71,CALIBRATING,-,-
01:10:57,1771184457.5237396,S1,FHR,138.32,CALIBRATING,-,-
01:10:57,1771184457.588997,S4,RespRate,16.87,CALIBRATING,-,-
01:10:57,1771184457.6641617,S5,Temp,36.91,CALIBRATING,-,-
01:10:58,1771184458.4049997,S3,SpO2,97.87,CALIBRATING,-,-
01:10:58,1771184458.4687726,S2,TOCO,62.53,CALIBRATING,-,-
01:10:58,1771184458.535352,S4,RespRate,16.43,CALIBRATING,-,-
01:10:58,1771184458.6166801,S5,Temp,37.09,CALIBRATING,-,-
01:10:58,1771184458.6913047,S1,FHR,130.02,CALIBRATING,-,-
01:10:59,1771184459.417841,S3,SpO2,97.82,CALIBRATING,-,-
01:10:59,1771184459.4857285,S4,RespRate,17.2,CALIBRATING,-,-
01:10:59,1771184459.5498586,S2,TOCO,64.02,CALIBRATING,-,-
01:10:59,1771184459.6169012,S1,FHR,134.85,CALIBRATING,-,-
01:10:59,1771184459.6880136,S5,Temp,37.13,CALIBRATING,-,-
01:11:00,1771184460.435321,S1,FHR,141.09,CALIBRATING,-,-
01:11:00,1771184460.507848,S3,SpO2,97.04,CALIBRATING,-,-
01:11:00,1771184460.5785596,S2,TOCO,57.85,CALIBRATING,-,-
01:11:00,1771184460.6543503,S4,RespRate,15.5,CALIBRATING,-,-
01:11:00,1771184460.729539,S5,Temp,36.98,CALIBRATING,-,-
01:11:01,1771184461.45103,S1,FHR,137.2,CALIBRATING,-,-
01:11:01,1771184461.514545,S5,Temp,36.94,CALIBRATING,-,-
01:11:01,1771184461.5822823,S4,RespRate,16.19,CALIBRATING,-,-
01:11:01,1771184461.6638403,S3,SpO2,97.18,CALIBRATING,-,-
01:11:01,1771184461.739203,S2,TOCO,60.69,CALIBRATING,-,-
01:11:02,1771184462.4655735,S5,Temp,36.96,CALIBRATING,-,-
01:11:02,1771184462.5468338,S4,RespRate,16.12,CALIBRATING,-,-
01:11:02,1771184462.6239805,S2,TOCO,45.52,CALIBRATING,-,-
01:11:02,1771184462.710659,S1,FHR,135.64,CALIBRATING,-,-
01:11:02,1771184462.7822912,S3,SpO2,97.21,CALIBRATING,-,-
01:11:03,1771184463.4822836,S2,TOCO,64.62,CALIBRATING,-,-
01:11:03,1771184463.581975,S3,SpO2,97.75,CALIBRATING,-,-
01:11:03,1771184463.658867,S1,FHR,136.23,CALIBRATING,-,-
01:11:03,1771184463.7474673,S5,Temp,37.08,CALIBRATING,-,-
01:11:04,1771184464.0525863,S4,RespRate,16.58,CALIBRATING,-,-
01:11:04,1771184464.4959376,S1,FHR,135.03,CALIBRATING,-,-
01:11:04,1771184464.5926414,S2,TOCO,63.55,CALIBRATING,-,-
01:11:04,1771184464.6792624,S3,SpO2,97.05,CALIBRATING,-,-
01:11:04,1771184464.7616346,S5,Temp,37.02,CALIBRATING,-,-
01:11:04,1771184464.852417,S4,RespRate,15.0,CALIBRATING,-,-
01:11:05,1771184465.498825,S2,TOCO,56.34,CALIBRATING,-,-
01:11:05,1771184465.5714965,S3,SpO2,98.14,CALIBRATING,-,-
01:11:05,1771184465.6412182,S1,FHR,129.76,CALIBRATING,-,-
01:11:05,1771184465.7322967,S4,RespRate,17.01,CALIBRATING,-,-
01:11:05,1771184465.8308022,S5,Temp,36.94,CALIBRATING,-,-
01:11:06,1771184466.5144117,S3,SpO2,96.89,CALIBRATING,-,-
01:11:06,1771184466.5968184,S4,RespRate,16.36,CALIBRATING,-,-
01:11:06,1771184466.6965265,S2,TOCO,36.72,CALIBRATING,-,-
01:11:06,1771184466.767709,S1,FHR,141.61,CALIBRATING,-,-
01:11:06,1771184466.846663,S5,Temp,37.03,CALIBRATING,-,-
01:11:07,1771184467.5305083,S2,TOCO,50.02,CALIBRATING,-,-
01:11:07,1771184467.5933404,S5,Temp,37.02,CALIBRATING,-,-
01:11:07,1771184467.6570153,S3,SpO2,98.0,CALIBRATING,-,-
01:11:07,1771184467.7201588,S1,FHR,131.85,CALIBRATING,-,-
01:11:07,1771184467.8154902,S4,RespRate,15.28,CALIBRATING,-,-
01:11:08,1771184468.546877,S5,Temp,36.98,CALIBRATING,-,-
01:11:08,1771184468.6164393,S4,RespRate,16.02,CALIBRATING,-,-
