FHR,TOCO,SpO2,RespRate,Temp
142.0,3.5,100.0,18.0,24.600000381469727
141.5,1.5,100.0,18.0,24.600000381469727
142.5,1.0,100.0,18.0,24.600000381469727
142.5,1.0,100.0,18.0,24.600000381469727
142.75,1.0,100.0,18.0,24.600000381469727
142.75,1.0,100.0,18.0,24.600000381469727
142.5,0.0,100.0,18.0,24.600000381469727
143.0,1.0,100.0,18.0,24.600000381469727
143.0,0.0,100.0,18.0,24.600000381469727
143.5,1.0,100.0,18.0,24.600000381469727
143.5,2.0,100.0,18.0,24.600000381469727
144.75,1.5,100.0,18.0,24.600000381469727
145.5,2.5,99.0,18.0,24.600000381469727
145.5,3.0,99.0,18.0,24.600000381469727
145.75,5.0,99.0,18.0,24.600000381469727
145.75,5.5,100.0,18.0,24.600000381469727
145.25,3.5,100.0,18.0,24.600000381469727
145.25,1.5,100.0,18.0,24.600000381469727
147.5,1.5,100.0,18.0,24.600000381469727
147.5,2.0,100.0,18.0,24.600000381469727
147.5,4.0,100.0,18.0,24.600000381469727
147.5,2.5,100.0,18.0,24.600000381469727
147.5,1.5,100.0,18.0,24.600000381469727
147.5,0.0,100.0,18.0,24.600000381469727
147.25,0.0,100.0,18.0,24.600000381469727
147.25,0.0,100.0,18.0,24.600000381469727
147.25,0.0,100.0,18.0,24.600000381469727
151.0,0.0,100.0,18.0,24.600000381469727
154.75,0.0,100.0,18.0,24.600000381469727
154.75,0.0,100.0,18.0,24.600000381469727
152.75,0.0,100.0,18.0,24.600000381469727
152.0,0.0,100.0,18.0,24.600000381469727
152.0,0.0,100.0,18.0,24.600000381469727
151.25,0.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.25,1.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.25,0.0,100.0,18.0,24.600000381469727
152.5,0.0,100.0,18.0,24.600000381469727
145.0,0.0,100.0,18.0,24.600000381469727
145.0,0.0,100.0,18.0,24.600000381469727
145.0,0.0,100.0,18.0,24.600000381469727
145.0,0.0,100.0,18.0,24.600000381469727
143.75,0.0,100.0,18.0,24.600000381469727
142.0,0.0,100.0,18.0,24.600000381469727
142.0,0.0,100.0,18.0,24.600000381469727
142.25,0.0,100.0,18.0,24.600000381469727
142.25,0.0,100.0,18.0,24.600000381469727
141.5,0.0,100.0,18.0,24.600000381469727
142.25,0.0,100.0,18.0,24.600000381469727
142.25,0.0,100.0,18.0,24.600000381469727
142.25,0.0,100.0,18.0,24.600000381469727
142.25,0.0,100.0,18.0,24.600000381469727
141.75,0.0,100.0,18.0,24.600000381469727
141.75,0.0,100.0,18.0,24.600000381469727
142.0,0.0,100.0,18.0,24.600000381469727
142.0,0.5,100.0,18.0,24.600000381469727
142.0,1.0,100.0,18.0,24.600000381469727
142.0,1.0,100.0,18.0,24.600000381469727
142.0,0.0,100.0,18.0,24.600000381469727
142.0,0.5,100.0,18.0,24.600000381469727
142.25,1.5,100.0,18.0,24.600000381469727
142.25,3.0,100.0,18.0,24.600000381469727
142.0,3.0,100.0,18.0,24.600000381469727
142.0,2.5,100.0,18.0,24.600000381469727
142.75,2.0,100.0,18.0,24.600000381469727
142.75,2.5,100.0,18.0,24.600000381469727
143.0,3.0,100.0,18.0,24.600000381469727
143.0,3.0,100.0,18.0,24.600000381469727
143.25,3.0,100.0,18.0,24.600000381469727
143.25,2.5,100.0,18.0,24.600000381469727
143.75,3.0,100.0,18.0,24.600000381469727
143.75,3.0,100.0,18.0,24.600000381469727
155.5,2.0,100.0,18.0,24.600000381469727
155.5,2.0,100.0,18.0,24.600000381469727
151.75,2.5,100.0,18.0,24.600000381469727
151.0,2.0,100.0,18.0,24.600000381469727
151.0,2.0,100.0,18.0,24.600000381469727
151.0,1.5,100.0,18.0,24.600000381469727
151.0,2.0,100.0,18.0,24.600000381469727
151.0,2.5,100.0,18.0,24.600000381469727
151.0,2.0,100.0,18.0,24.600000381469727
151.0,2.0,100.0,18.0,24.600000381469727
151.0,2.0,100.0,18.0,24.600000381469727
151.0,1.5,100.0,18.0,24.600000381469727
151.0,1.5,100.0,18.0,24.600000381469727
144.25,1.5,100.0,18.0,24.600000381469727
144.25,1.5,100.0,18.0,24.600000381469727
144.5,2.5,100.0,18.0,24.600000381469727
144.5,3.0,100.0,18.0,24.600000381469727
143.5,3.0,100.0,18.0,24.600000381469727
142.25,2.0,100.0,18.0,24.600000381469727
142.25,2.0,100.0,18.0,24.600000381469727
141.75,2.0,100.0,18.0,24.600000381469727
141.75,3.5,100.0,18.0,24.600000381469727
140.75,4.5,100.0,18.0,24.600000381469727
141.5,4.5,100.0,18.0,24.600000381469727
141.5,3.0,100.0,18.0,24.600000381469727
141.0,3.0,100.0,18.0,24.600000381469727
139.5,2.5,100.0,18.0,24.600000381469727
139.5,3.0,100.0,18.0,24.600000381469727
140.0,3.5,100.0,18.0,24.600000381469727
140.0,3.5,100.0,18.0,24.600000381469727
140.0,3.0,100.0,18.0,24.600000381469727
139.75,3.0,100.0,18.0,24.600000381469727
139.75,3.0,100.0,18.0,24.600000381469727
139.75,4.5,100.0,18.0,24.600000381469727
139.75,4.0,100.0,18.0,24.600000381469727
140.0,3.0,100.0,18.0,24.600000381469727
140.0,3.0,100.0,18.0,24.600000381469727
140.0,4.0,100.0,18.0,24.600000381469727
139.75,4.0,100.0,18.0,24.600000381469727
139.75,4.0,100.0,18.0,24.600000381469727
0.0,4.5,100.0,18.0,24.600000381469727
0.0,5.0,100.0,18.0,24.600000381469727
0.0,5.5,100.0,18.0,24.600000381469727
0.0,5.5,100.0,18.0,24.600000381469727
0.0,5.0,100.0,18.0,24.600000381469727
0.0,5.0,100.0,18.0,24.600000381469727
0.0,4.0,100.0,18.0,24.600000381469727
0.0,4.0,100.0,18.0,24.600000381469727
137.25,4.5,100.0,18.0,24.600000381469727
136.0,4.0,100.0,18.0,24.600000381469727
136.0,5.0,100.0,18.0,24.600000381469727
137.0,4.5,100.0,18.0,24.600000381469727
137.0,4.0,100.0,18.0,24.600000381469727
136.25,4.0,100.0,18.0,24.600000381469727
136.25,3.0,100.0,18.0,24.600000381469727
136.75,3.0,100.0,18.0,24.600000381469727
136.75,3.0,100.0,18.0,24.600000381469727
135.75,3.0,100.0,18.0,24.600000381469727
136.25,3.5,100.0,18.0,24.600000381469727
136.25,2.0,100.0,18.0,24.600000381469727
136.5,2.0,100.0,18.0,24.600000381469727
136.5,2.5,100.0,18.0,24.600000381469727
135.75,1.5,100.0,18.0,24.600000381469727
135.75,1.0,100.0,18.0,24.600000381469727
135.75,1.5,100.0,18.0,24.600000381469727
135.75,2.0,100.0,18.0,24.600000381469727
135.75,1.0,100.0,18.0,24.600000381469727
137.0,1.0,100.0,18.0,24.600000381469727
137.0,1.5,100.0,18.0,24.600000381469727
138.75,0.5,100.0,18.0,24.600000381469727
138.75,0.5,100.0,18.0,24.600000381469727
139.5,0.5,100.0,18.0,24.600000381469727
140.5,0.0,100.0,18.0,24.600000381469727
140.5,0.5,100.0,18.0,24.600000381469727
140.25,1.0,100.0,18.0,24.600000381469727
141.0,1.0,100.0,18.0,24.600000381469727
141.0,1.0,100.0,18.0,24.600000381469727
143.25,1.5,100.0,18.0,24.600000381469727
143.25,3.0,100.0,18.0,24.600000381469727
143.25,3.5,100.0,18.0,24.600000381469727
143.25,3.0,100.0,18.0,24.600000381469727
142.5,3.5,100.0,18.0,24.600000381469727
141.5,4.5,100.0,18.0,24.600000381469727
141.5,6.5,100.0,18.0,24.600000381469727
141.5,5.5,100.0,18.0,24.600000381469727
141.5,4.0,100.0,18.0,24.600000381469727
141.5,4.0,100.0,18.0,24.600000381469727
141.0,4.0,100.0,18.0,24.600000381469727
141.0,3.5,100.0,18.0,24.600000381469727
141.25,3.0,100.0,18.0,24.600000381469727
141.25,3.0,100.0,18.0,24.600000381469727
140.75,3.0,100.0,18.0,24.600000381469727
140.75,2.0,100.0,18.0,24.600000381469727
142.0,2.5,100.0,18.0,24.600000381469727
143.0,3.0,100.0,18.0,24.600000381469727
143.0,3.5,100.0,18.0,24.600000381469727
143.0,5.0,100.0,18.0,24.600000381469727
143.0,4.0,100.0,18.0,24.600000381469727
144.0,2.5,100.0,18.0,24.600000381469727
145.0,2.5,100.0,18.0,24.600000381469727
145.0,2.5,100.0,18.0,24.600000381469727
146.0,3.5,100.0,18.0,24.600000381469727
145.75,3.5,100.0,18.0,24.600000381469727
145.75,4.0,100.0,18.0,24.600000381469727
146.0,4.0,100.0,18.0,24.600000381469727
146.0,4.0,100.0,18.5,24.600000381469727
147.0,3.5,100.0,19.0,24.600000381469727
147.75,3.5,100.0,19.0,24.600000381469727
147.75,3.0,100.0,19.0,24.600000381469727
147.75,4.0,100.0,19.0,24.600000381469727
148.75,4.0,100.0,19.0,24.600000381469727
148.75,4.0,100.0,19.0,24.600000381469727
150.0,5.0,100.0,19.0,24.600000381469727
150.0,4.5,100.0,19.0,24.600000381469727
149.25,4.5,100.0,19.0,24.600000381469727
151.0,4.5,100.0,19.0,24.600000381469727
151.0,5.0,100.0,19.0,24.600000381469727
151.0,6.0,100.0,19.0,24.600000381469727
151.25,6.5,100.0,19.0,24.600000381469727
151.25,7.0,100.0,19.0,24.600000381469727
152.0,6.0,100.0,19.0,24.600000381469727
152.0,6.0,100.0,19.0,24.600000381469727
152.5,6.0,100.0,19.0,24.600000381469727
152.5,7.0,100.0,19.0,24.600000381469727
152.5,7.5,100.0,19.0,24.600000381469727
154.0,6.5,100.0,19.0,24.600000381469727
154.0,7.5,100.0,19.0,24.600000381469727
153.0,8.0,100.0,19.0,24.600000381469727
153.0,8.5,100.0,19.0,24.600000381469727
154.5,9.0,100.0,19.0,24.600000381469727
156.75,8.5,100.0,19.0,24.600000381469727
157.0,8.5,100.0,19.0,24.600000381469727
157.0,9.0,100.0,19.0,24.600000381469727
153.0,10.5,100.0,19.0,24.600000381469727
153.0,11.0,100.0,19.0,24.600000381469727
154.5,11.5,100.0,18.5,24.600000381469727
154.5,11.5,100.0,18.0,24.600000381469727
155.0,13.5,100.0,18.0,24.600000381469727
155.0,12.5,100.0,18.0,24.600000381469727
154.75,12.0,100.0,18.0,24.600000381469727
155.0,12.0,100.0,18.0,24.600000381469727
155.0,13.5,100.0,18.0,24.600000381469727
155.5,15.5,100.0,18.0,24.600000381469727
154.0,16.0,100.0,18.0,24.600000381469727
154.0,15.0,100.0,18.0,24.600000381469727
154.25,13.5,100.0,18.0,24.600000381469727
155.5,13.5,100.0,18.0,24.600000381469727
155.5,13.0,100.0,18.5,24.600000381469727
155.25,14.5,100.0,19.0,24.600000381469727
153.75,16.5,100.0,19.0,24.600000381469727
153.75,14.5,100.0,19.0,24.600000381469727
153.25,13.5,100.0,19.0,24.600000381469727
152.75,13.5,100.0,19.0,24.600000381469727
152.75,13.0,100.0,19.5,24.600000381469727
151.75,13.0,100.0,20.0,24.600000381469727
151.25,13.5,100.0,20.0,24.600000381469727
151.25,15.5,100.0,20.0,24.600000381469727
149.75,15.5,100.0,20.0,24.600000381469727
149.75,14.5,100.0,20.0,24.600000381469727
150.0,14.0,100.0,20.0,24.600000381469727
150.0,12.5,100.0,20.0,24.600000381469727
150.5,12.0,100.0,21.0,24.600000381469727
149.0,13.5,100.0,22.0,24.600000381469727
149.0,13.5,100.0,22.0,24.600000381469727
148.0,14.0,100.0,22.0,24.600000381469727
148.0,13.0,100.0,22.0,24.600000381469727
147.75,12.0,100.0,22.0,24.600000381469727
149.75,13.0,100.0,23.0,24.600000381469727
148.25,12.0,100.0,24.0,24.600000381469727
148.25,14.0,100.0,24.0,24.600000381469727
149.75,16.0,100.0,24.0,24.600000381469727
150.25,17.0,100.0,24.0,24.600000381469727
150.25,18.0,100.0,24.0,24.600000381469727
151.0,19.0,100.0,24.5,24.600000381469727
150.75,23.0,100.0,25.0,24.600000381469727
150.75,22.5,100.0,25.0,24.600000381469727
151.0,26.0,100.0,25.0,24.600000381469727
151.75,27.5,100.0,25.0,24.600000381469727
151.75,25.0,100.0,25.0,24.600000381469727
151.75,27.0,100.0,25.5,24.600000381469727
151.75,29.5,100.0,26.0,24.600000381469727
151.75,27.5,100.0,26.0,24.600000381469727
151.75,27.0,100.0,26.0,24.600000381469727
152.0,28.0,100.0,26.0,24.600000381469727
151.75,23.0,100.0,26.0,24.600000381469727
151.75,22.0,100.0,26.0,24.600000381469727
154.25,21.0,100.0,26.0,24.600000381469727
156.25,20.0,100.0,26.0,24.600000381469727
156.0,18.5,100.0,26.0,24.600000381469727
156.0,19.0,100.0,26.0,24.600000381469727
154.25,19.5,99.0,26.0,24.600000381469727
154.75,18.5,100.0,26.0,24.600000381469727
154.75,17.5,100.0,26.0,24.600000381469727
154.75,17.5,100.0,26.0,24.600000381469727
154.75,17.0,100.0,26.0,24.600000381469727
154.75,17.0,100.0,26.0,24.600000381469727
154.75,18.5,100.0,26.0,24.600000381469727
155.0,17.0,100.0,26.0,24.600000381469727
155.0,16.0,100.0,26.0,24.600000381469727
155.0,16.0,100.0,26.5,24.600000381469727
156.75,16.0,100.0,27.0,24.600000381469727
156.75,15.5,100.0,27.0,24.600000381469727
163.75,15.5,100.0,27.0,24.600000381469727
164.25,14.5,100.0,27.0,24.600000381469727
163.25,16.0,100.0,27.0,24.600000381469727
163.25,14.5,100.0,27.0,24.600000381469727
160.75,14.5,100.0,27.0,24.600000381469727
160.0,15.0,100.0,27.0,24.600000381469727
160.0,15.5,100.0,27.0,24.600000381469727
159.25,16.5,100.0,27.0,24.600000381469727
159.0,16.0,100.0,27.0,24.600000381469727
159.0,16.0,100.0,27.0,24.600000381469727
159.0,16.0,100.0,27.0,24.600000381469727
158.75,17.5,100.0,27.0,24.600000381469727
158.75,18.5,100.0,27.0,24.600000381469727
158.75,20.0,100.0,27.0,24.600000381469727
158.75,20.5,100.0,27.0,24.600000381469727
159.0,21.5,100.0,27.0,24.600000381469727
158.75,21.5,100.0,27.0,24.600000381469727
158.75,22.0,100.0,27.0,24.600000381469727
158.5,22.5,100.0,27.0,24.600000381469727
159.0,24.5,100.0,27.0,24.600000381469727
159.0,25.5,100.0,27.0,24.600000381469727
158.0,26.0,100.0,27.0,24.600000381469727
157.0,25.5,100.0,27.0,24.600000381469727
157.25,27.0,100.0,27.0,24.600000381469727
157.25,28.5,100.0,27.0,24.600000381469727
156.75,29.0,100.0,27.0,24.600000381469727
156.75,29.0,100.0,27.0,24.600000381469727
156.75,31.0,100.0,27.0,24.600000381469727
157.0,30.5,100.0,27.0,24.600000381469727
157.0,29.5,100.0,26.5,24.600000381469727
156.25,29.5,100.0,26.0,24.600000381469727
156.0,29.5,100.0,26.0,24.600000381469727
156.0,31.0,100.0,26.0,24.600000381469727
156.0,30.5,100.0,26.0,24.600000381469727
154.25,33.0,100.0,26.0,24.600000381469727
154.25,34.5,100.0,25.5,24.600000381469727
155.0,32.5,100.0,25.0,24.600000381469727
155.0,34.0,100.0,25.0,24.600000381469727
154.25,35.0,100.0,25.0,24.600000381469727
154.5,34.5,100.0,25.0,24.600000381469727
154.5,35.5,100.0,25.0,24.600000381469727
154.25,37.5,100.0,24.0,24.600000381469727
155.25,39.0,100.0,23.0,24.600000381469727
155.25,39.0,100.0,23.0,24.600000381469727
154.25,40.0,100.0,23.0,24.600000381469727
154.5,42.0,100.0,23.0,24.600000381469727
154.5,42.5,100.0,23.0,24.600000381469727
153.0,42.0,100.0,22.0,24.600000381469727
153.0,45.0,100.0,21.0,24.600000381469727
152.0,45.0,100.0,21.0,24.600000381469727
153.0,45.0,100.0,21.0,24.600000381469727
153.0,47.0,100.0,21.0,24.600000381469727
152.75,49.0,100.0,21.0,24.600000381469727
151.5,51.0,100.0,21.0,24.600000381469727
151.5,51.5,100.0,21.0,24.600000381469727
152.75,54.5,100.0,21.0,24.600000381469727
153.75,50.0,100.0,21.0,24.600000381469727
153.75,50.0,100.0,21.0,24.600000381469727
151.25,51.5,100.0,21.0,24.600000381469727
151.25,53.0,100.0,21.5,24.600000381469727
151.25,53.5,100.0,22.0,24.600000381469727
151.25,52.5,100.0,22.0,24.600000381469727
151.25,52.0,100.0,22.0,24.600000381469727
151.25,48.5,100.0,22.0,24.600000381469727
151.5,49.5,100.0,22.0,24.600000381469727
159.0,50.5,100.0,21.0,24.600000381469727
159.0,51.5,100.0,20.0,24.600000381469727
157.75,50.0,100.0,20.0,24.600000381469727
157.75,49.5,100.0,20.0,24.600000381469727
158.5,48.5,100.0,20.0,24.600000381469727
157.25,51.5,100.0,20.0,24.600000381469727
157.25,50.5,100.0,18.0,24.600000381469727
157.0,48.5,100.0,16.0,24.600000381469727
157.0,49.5,100.0,16.0,24.600000381469727
157.0,47.0,100.0,16.0,24.600000381469727
156.75,49.5,100.0,16.0,24.600000381469727
156.0,49.0,100.0,16.0,24.600000381469727
156.0,49.0,100.0,12.5,24.600000381469727
155.75,49.5,100.0,9.0,24.600000381469727
155.75,48.0,100.0,9.0,24.600000381469727
155.25,45.5,100.0,9.0,24.600000381469727
155.25,51.0,100.0,9.0,24.600000381469727
155.25,47.0,100.0,9.0,24.600000381469727
151.0,48.5,100.0,7.0,24.600000381469727
149.25,47.5,100.0,5.0,24.600000381469727
149.25,42.5,100.0,5.0,24.600000381469727
147.25,48.0,100.0,5.0,24.600000381469727
145.5,45.5,100.0,5.0,24.600000381469727
145.5,45.5,100.0,5.0,24.600000381469727
144.25,47.5,100.0,5.0,24.600000381469727
144.25,45.5,100.0,5.0,24.600000381469727
141.0,45.5,100.0,5.0,24.600000381469727
139.5,46.5,100.0,5.0,24.600000381469727
139.5,46.5,100.0,5.0,24.600000381469727
138.25,48.0,100.0,5.0,24.600000381469727
138.25,47.0,100.0,5.0,24.600000381469727
136.25,48.5,100.0,5.0,24.600000381469727
136.25,47.5,100.0,5.0,24.600000381469727
134.25,49.0,100.0,5.0,24.600000381469727
132.25,48.5,100.0,5.0,24.600000381469727
132.25,50.0,100.0,5.0,24.600000381469727
130.25,47.5,100.0,4.5,24.600000381469727
130.25,43.5,100.0,4.0,24.600000381469727
127.0,46.5,100.0,4.0,24.600000381469727
127.0,51.0,100.0,4.0,24.600000381469727
125.25,50.5,100.0,4.0,24.600000381469727
125.25,49.5,100.0,4.0,24.600000381469727
124.5,45.0,100.0,4.0,24.600000381469727
124.5,47.0,100.0,4.0,24.600000381469727
123.5,46.5,100.0,4.0,24.600000381469727
123.5,47.5,100.0,4.0,24.600000381469727
123.5,46.0,100.0,4.0,24.600000381469727
123.5,45.0,100.0,4.0,24.600000381469727
124.0,45.5,100.0,4.0,24.600000381469727
124.0,43.5,100.0,4.0,24.600000381469727
124.5,43.0,100.0,7.0,24.600000381469727
